new_tier,count,mean,std,min,25%,50%,75%,max
1A,291.0,5.639408100099214,3.106199749562141,-0.6480304955527316,3.674594194122996,5.0006494525030405,6.9164111797080015,23.56288945259523
1B,161.0,3.9759531856703596,1.6166065819020918,0.720913156665115,2.7825247058543536,3.819444487899224,5.0423217881896045,10.134248829264694
2,49.0,2.714156435369797,1.431348621875749,0.131817641275711,1.7268886395941765,2.6568424918206897,3.1713665602157306,6.588081731311163
